1,1,1068.804520
1,2,351.719600
1,4,1.959620
1,8,1.563940
1,16,1.475180
1,32,1.441060
1,64,1.528140
1,128,1.437980
1,256,1.429720
2,1,1650.722790
2,2,271.886960
2,4,2.646720
2,8,1.610150
2,16,1.598280
2,32,1.570430
2,64,1.567030
2,128,1.564670
2,256,1.530950
4,1,3583.210050
4,2,2291.271770
4,4,14.714340
4,8,1.838900
4,16,1.900670
4,32,1.825220
4,64,1.781970
4,128,1.793530
4,256,1.746450
8,1,3175.765070
8,2,3285.484695
8,4,3515.961798
8,8,3.021867
8,16,2.077135
8,32,1.991900
8,64,2.032303
8,128,2.058618
8,256,2.080370
16,1,3017.810994
16,2,2849.887624
16,4,3013.274706
16,8,2921.758655
16,16,2.537032
16,32,2.043390
16,64,2.164917
16,128,2.237726
16,256,2.304903
32,1,2936.610135
32,2,2606.420977
32,4,2606.372823
32,8,1791.290958
32,16,1560.450052
32,32,12.749311
32,64,1.276314
32,128,1.398934
32,256,1.541170
64,1,1728.813416
64,2,1468.408027
64,4,1441.347032
64,8,1461.400874
64,16,1453.131024
64,32,1468.307739
64,64,1.929646
64,128,1.366445
64,256,1.516077
