1,1,29334.977940
1,2,56067.981980
1,4,48748.383680
1,8,44245.496940
1,12,44846.196780
1,16,43822.369300
1,32,46129.856520
1,64,48822.417900
2,1,69270.401950
2,2,76764.786460
2,4,65474.428380
2,8,71545.604380
2,12,65601.031720
2,16,57417.406330
2,32,44429.205230
2,64,65112.346170
4,1,243820.976610
4,2,244802.402035
4,4,242785.166650
4,8,247781.661440
4,12,209799.715100
4,16,190621.150640
4,32,173610.704330
4,64,161942.287345
8,1,349269.503918
8,2,364898.599557
8,4,375868.924268
8,8,378828.737070
8,12,383530.403320
8,16,372185.052078
8,32,351887.270250
8,64,343180.852868
12,1,378505.751932
12,2,377099.562413
12,4,401724.837792
12,8,396007.908683
12,12,389053.020910
12,16,385187.338187
12,32,388225.736440
12,64,361993.575143
16,1,411178.352565
16,2,382286.267258
16,4,397685.543873
16,8,454435.787970
16,12,402065.843326
16,16,385026.726381
16,32,388173.221719
16,64,342228.381800
32,1,405511.892798
32,2,395813.973797
32,4,414660.618527
32,8,413632.868264
32,12,414178.168291
32,16,409409.720936
32,32,393337.750777
32,64,377850.703279
64,1,413189.378912
64,2,399728.544932
64,4,422952.718515
64,8,310669.824728
64,12,259944.559541
64,16,267046.365535
64,32,255352.970549
64,64,244420.427196
