1,1,2190.267480
1,2,2009.699300
1,4,1993.625060
1,8,2092.309820
1,12,1110.172400
1,16,1672.185600
1,32,263.281320
1,64,1927.846500
2,1,4662.771570
2,2,3414.689290
2,4,2896.396260
2,8,2639.210150
2,12,2412.473770
2,16,2505.113740
2,32,2481.226360
2,64,2424.107540
4,1,4610.416305
4,2,4460.230280
4,4,5114.212470
4,8,4848.412665
4,12,4365.432435
4,16,3703.447680
4,32,2641.380070
4,64,1767.080055
8,1,4529.612100
8,2,4587.400333
8,4,5138.945057
8,8,5171.478605
8,12,5169.554342
8,16,4742.646837
8,32,4586.272925
8,64,3475.560945
12,1,4406.090967
12,2,4431.426752
12,4,4728.757527
12,8,4843.987372
12,12,4840.409697
12,16,4661.134590
12,32,4235.438577
12,64,3996.565268
16,1,4344.319286
16,2,4280.092989
16,4,4493.733991
16,8,4642.948639
16,12,4669.439721
16,16,4640.625802
16,32,4167.080676
16,64,4134.908584
32,1,4330.049203
32,2,4173.182229
32,4,4400.161150
32,8,4450.974715
32,12,4445.371702
32,16,4448.647612
32,32,4196.064569
32,64,4088.825774
64,1,4181.031203
64,2,2676.310419
64,4,2670.279952
64,8,2697.397938
64,12,2648.848066
64,16,2661.370220
64,32,2626.153199
64,64,2537.961806
